id,abbreviation,assists,blocks,defensive_rebounds,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempts,free_throw_percentage,free_throws,games_played,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,personal_fouls,points,rank,steals,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,year,wins,games,playoff_wins,playoff_games
DET 1989,DET,2027,406,2546,6879,0.494,3395,2379,0.769,1830,82,19830,Detroit Pistons,1154,1855,341,2188,7022,0.447,3140,2325,0.785,1826,1131,2088,8264,646,554,0.285,158,3319,1225,6468,0.461,2982,1939,8740,16,522,400,0.3,120,3700,1336,6479,0.505,3275,1989,63,82,15,17
CHI 1989,CHI,2213,376,2453,6968,0.495,3448,2106,0.786,1656,82,19780,Chicago Bulls,1018,2099,348,2300,7098,0.474,3361,2190,0.773,1693,1078,1781,8608,686,590,0.327,193,3378,1255,6508,0.487,3168,1855,8726,17,722,530,0.328,174,3471,1327,6438,0.509,3274,1989,47,82,9,17
LAC 1989,LAC,2208,530,2384,7428,0.475,3526,2220,0.723,1606,82,19855,Los Angeles Clippers,1156,2384,551,2550,7738,0.484,3747,2400,0.764,1834,1342,1882,9525,933,576,0.342,197,3892,1440,7162,0.496,3550,1937,8712,18,815,234,0.231,54,3540,1666,7194,0.483,3472,1989,21,82,0,0
SAS 1989,SAS,2037,423,2181,7409,0.468,3469,2367,0.698,1651,82,19755,San Antonio Spurs,1295,2062,545,2462,7148,0.488,3486,2714,0.776,2105,1256,1938,9249,915,532,0.323,172,3718,1728,6616,0.501,3314,2153,8652,19,961,293,0.215,63,3476,1712,7116,0.479,3406,1989,21,82,0,0
SAC 1989,SAC,1970,409,2454,7351,0.457,3362,2104,0.77,1620,82,19780,Sacramento Kings,1141,2107,442,2604,7420,0.484,3589,2301,0.759,1747,1171,1821,9106,759,573,0.316,181,3775,1284,6847,0.498,3408,1877,8651,20,624,824,0.373,307,3595,1370,6527,0.468,3055,1989,27,82,0,0
UTA 1989,UTA,2108,583,2607,6595,0.482,3182,2742,0.77,2110,82,19730,Utah Jazz,1050,1812,505,2233,7170,0.434,3113,2342,0.754,1765,1220,2086,8176,779,606,0.305,185,3453,1329,6564,0.446,2928,1894,8588,21,720,380,0.3,114,3657,1532,6215,0.494,3068,1989,51,82,0,3
CHH 1989,CHH,2323,264,2200,7430,0.461,3426,2060,0.767,1580,82,19780,Charlotte Hornets,1138,2061,441,2621,7113,0.5,3555,2629,0.776,2040,1191,1791,9265,710,399,0.288,115,3812,1425,6714,0.512,3440,2068,8566,22,705,430,0.312,134,3338,1318,7000,0.47,3292,1989,20,82,0,0
NJN 1989,NJN,1793,431,2419,7226,0.461,3333,2260,0.731,1653,82,19805,New Jersey Nets,1204,2134,485,2476,7162,0.497,3560,2286,0.765,1749,1030,1834,9027,744,512,0.309,158,3506,1376,6650,0.512,3402,1966,8506,23,773,568,0.329,187,3623,1449,6658,0.473,3146,1989,26,82,0,0
DAL 1989,DAL,1867,476,2397,6917,0.469,3244,2263,0.789,1785,82,19780,Dallas Mavericks,1048,2133,386,2500,7304,0.469,3422,2090,0.753,1573,1231,1869,8583,660,515,0.322,166,3731,1175,6789,0.48,3256,1739,8484,24,579,681,0.31,211,3445,1233,6236,0.486,3033,1989,38,82,0,0
MIA 1989,MIA,1958,408,2211,7116,0.453,3221,2103,0.702,1477,82,19855,Miami Heat,1309,2062,553,2366,6928,0.488,3384,2613,0.773,2021,1188,1830,8937,926,432,0.343,148,3554,1543,6496,0.498,3236,2124,8016,25,744,298,0.326,97,3520,1728,6818,0.458,3124,1989,15,82,0,0
DEN 1988,DEN,2300,401,2442,7961,0.474,3770,2289,0.804,1841,82,19780,Denver Nuggets,1163,2171,510,2748,7356,0.49,3608,2508,0.762,1910,1179,1989,9239,621,377,0.3,113,3927,1606,6979,0.501,3495,1982,9573,1,832,562,0.342,192,3605,1186,7399,0.484,3578,1988,54,82,5,11
POR 1988,POR,2307,347,2491,7460,0.491,3661,2701,0.77,2079,82,19730,Portland Trail Blazers,1251,2154,376,2400,7341,0.476,3492,2632,0.768,2022,1153,2135,9147,648,462,0.305,141,3553,1443,6879,0.487,3351,2091,9518,2,726,380,0.308,117,3742,1351,7080,0.501,3544,1988,53,82,1,4
BOS 1988,BOS,2448,415,2440,6905,0.521,3599,2300,0.803,1846,82,19780,Boston Celtics,930,2061,346,2194,7260,0.482,3497,2249,0.767,1724,1122,1989,8828,734,366,0.301,110,3316,1176,6894,0.491,3387,1804,9315,3,620,705,0.384,271,3370,1304,6200,0.537,3328,1988,57,82,9,17
SAS 1988,SAS,2344,468,2335,7559,0.49,3706,2412,0.733,1769,82,19805,San Antonio Spurs,1184,2470,537,2513,7678,0.502,3851,2390,0.776,1855,1292,1969,9714,690,450,0.349,157,3805,1427,7228,0.511,3694,1991,9314,4,739,412,0.323,133,3519,1418,7147,0.5,3573,1988,31,82,0,3
LAL 1988,LAL,2347,404,2491,7078,0.505,3576,2480,0.789,1956,82,19805,Los Angeles Lakers,1073,2200,390,2249,7467,0.476,3551,2020,0.761,1538,1175,1940,8771,732,439,0.298,131,3424,1246,7028,0.487,3420,1715,9250,5,672,478,0.297,142,3564,1318,6600,0.52,3434,1988,62,82,15,24
SEA 1988,SEA,2146,447,2314,7443,0.476,3544,2442,0.748,1826,82,19855,Seattle SuperSonics,1313,1964,423,2306,6798,0.485,3298,2992,0.749,2240,1128,1963,8966,606,400,0.325,130,3434,1533,6398,0.495,3168,2380,9135,6,775,638,0.346,221,3627,1376,6805,0.488,3323,1988,44,82,2,5
DAL 1988,DAL,1984,446,2495,7191,0.475,3413,2510,0.789,1980,82,19755,Dallas Mavericks,1341,2240,436,2233,7385,0.47,3468,1957,0.766,1499,1200,1997,8602,612,517,0.323,167,3433,1228,6868,0.481,3301,1734,8960,7,645,526,0.293,154,3836,1257,6665,0.489,3259,1988,53,82,10,17
DET 1988,DET,2011,394,2482,7018,0.493,3461,2612,0.757,1977,82,19780,Detroit Pistons,1181,1964,406,2276,7134,0.467,3334,2298,0.762,1751,1144,2164,8533,649,394,0.289,114,3420,1328,6740,0.478,3220,1957,8957,8,588,202,0.287,58,3663,1348,6816,0.499,3403,1988,54,82,14,23
HOU 1988,HOU,1936,502,2530,7354,0.471,3465,2483,0.78,1936,82,19680,Houston Rockets,1239,1951,365,2506,7420,0.465,3454,2352,0.767,1805,1261,2012,8821,737,393,0.275,108,3767,1405,7027,0.476,3346,1865,8935,9,712,291,0.237,69,3769,1367,7063,0.481,3396,1988,46,82,1,4
PHO 1988,PHO,2332,353,2379,7302,0.486,3551,2200,0.764,1681,82,19730,Phoenix Suns,1113,2225,441,2416,7248,0.498,3609,2506,0.767,1922,1104,1901,9268,710,421,0.304,128,3520,1296,6827,0.51,3481,2045,8901,10,675,357,0.331,118,3492,1413,6945,0.494,3433,1988,28,82,0,0
UTA 1988,UTA,2407,627,2553,7092,0.491,3484,2404,0.75,1802,82,19705,Utah Jazz,1066,1991,472,2444,7283,0.449,3273,2475,0.77,1905,1277,2013,8597,771,464,0.315,146,3721,1467,6819,0.459,3127,1986,8899,11,771,404,0.319,129,3619,1481,6688,0.502,3355,1988,47,82,6,11
SAC 1988,SAC,2116,493,2461,7337,0.471,3458,2324,0.772,1795,82,19780,Sacramento Kings,1232,2176,533,2424,7465,0.498,3718,2326,0.761,1771,1153,1951,9327,784,370,0.324,120,3577,1195,7095,0.507,3598,1895,8855,12,582,450,0.32,144,3693,1457,6887,0.481,3314,1988,24,82,0,0
ATL 1988,ATL,2062,537,2379,7102,0.485,3443,2441,0.767,1873,82,19780,Atlanta Hawks,1228,1976,353,2353,6885,0.471,3243,2480,0.777,1927,1156,2008,8549,640,406,0.335,136,3509,1322,6479,0.48,3107,2050,8844,13,635,282,0.301,85,3607,1225,6820,0.492,3358,1988,50,82,6,12
GSW 1988,GSW,2005,283,2252,7404,0.468,3463,2204,0.796,1754,82,19780,Golden State Warriors,1140,2271,432,2509,7244,0.501,3627,2700,0.758,2047,1209,1811,9453,747,470,0.323,152,3718,1413,6774,0.513,3475,2155,8771,14,741,312,0.292,91,3392,1395,7092,0.475,3372,1988,20,82,0,0
MIL 1988,MIL,2194,380,2335,7079,0.475,3366,2364,0.775,1832,82,19780,Milwaukee Bucks,1117,2135,449,2400,7063,0.473,3344,2410,0.76,1832,1172,1952,8653,621,442,0.301,133,3572,1346,6621,0.485,3211,1989,8697,15,671,410,0.324,133,3452,1275,6669,0.485,3233,1988,42,82,2,5
PHI 1988,PHI,1897,465,2307,6785,0.474,3214,2731,0.764,2087,82,19905,Philadelphia 76ers,1219,2217,441,2225,7063,0.496,3501,2163,0.758,1640,1109,2118,8785,718,423,0.338,143,3334,1280,6640,0.506,3358,1866,8667,16,672,471,0.323,152,3526,1433,6314,0.485,3062,1988,36,82,0,0
NYK 1988,NYK,2012,445,2194,7232,0.465,3363,2306,0.759,1750,82,19805,New York Knicks,1286,2005,447,2284,6710,0.477,3202,2806,0.776,2177,1155,1969,8695,705,375,0.304,114,3439,1631,6335,0.487,3088,2361,8655,17,789,567,0.316,179,3480,1518,6665,0.478,3184,1988,38,82,1,4
WSB 1988,WSB,1875,502,2297,7164,0.468,3355,2476,0.773,1914,82,19880,Washington Bullets,1229,2134,527,2364,7235,0.478,3459,2246,0.744,1670,1228,1966,8716,690,390,0.328,128,3592,1384,6845,0.487,3331,1922,8653,18,698,138,0.21,29,3526,1384,7026,0.473,3326,1988,38,82,2,5
CHI 1988,CHI,2149,475,2459,7015,0.49,3434,2221,0.759,1685,82,19855,Chicago Bulls,1170,2079,415,2268,6967,0.47,3276,2205,0.757,1670,1023,1880,8330,597,368,0.293,108,3291,1244,6599,0.48,3168,1849,8609,19,712,243,0.23,56,3629,1263,6772,0.499,3378,1988,50,82,4,10
IND 1988,IND,1977,345,2457,7154,0.48,3436,1982,0.78,1546,82,19705,Indiana Pacers,1078,1933,407,2500,7060,0.472,3335,2446,0.76,1858,1160,1859,8646,700,368,0.321,118,3660,1269,6692,0.481,3217,2038,8581,20,619,485,0.336,163,3535,1318,6669,0.491,3273,1988,38,82,0,0
CLE 1988,CLE,2070,526,2289,6755,0.49,3313,2438,0.744,1813,82,19780,Cleveland Cavaliers,1015,1989,449,2255,7101,0.476,3383,2044,0.788,1611,1159,2021,8504,692,400,0.318,127,3414,1439,6701,0.486,3256,1836,8566,21,733,336,0.378,127,3304,1439,6419,0.496,3186,1988,42,82,2,5
NJN 1988,NJN,1795,385,2262,6857,0.468,3208,2308,0.729,1682,82,19780,New Jersey Nets,1075,1993,522,2461,6918,0.497,3437,2419,0.783,1895,1034,1942,8900,809,363,0.361,131,3495,1433,6555,0.504,3306,2042,8235,22,727,455,0.301,137,3337,1503,6402,0.48,3071,1988,19,82,0,0
LAC 1988,LAC,1885,520,2350,7194,0.443,3190,2305,0.713,1644,82,19805,Los Angeles Clippers,1191,2300,483,2666,7360,0.477,3513,2309,0.779,1799,1241,1912,8949,842,363,0.342,124,3907,1452,6997,0.484,3389,1908,8103,23,721,317,0.249,79,3541,1534,6877,0.452,3111,1988,17,82,0,0
POR 1987,POR,2359,387,2413,7249,0.504,3650,2928,0.775,2269,82,19805,Portland Trail Blazers,1180,2189,473,2279,7523,0.485,3649,2589,0.771,1996,1208,2228,9410,735,421,0.276,116,3487,1504,7102,0.497,3533,2082,9667,1,767,339,0.289,98,3593,1546,6910,0.514,3552,1987,49,82,1,4
LAL 1987,LAL,2428,482,2515,7245,0.516,3740,2550,0.789,2012,82,19730,Los Angeles Lakers,1127,2212,404,2174,7531,0.467,3520,2265,0.764,1731,1280,2004,8893,721,431,0.283,122,3454,1370,7100,0.479,3398,1853,9656,2,728,447,0.367,164,3642,1358,6798,0.526,3576,1987,65,82,15,18
DEN 1987,DEN,2317,421,2368,7951,0.471,3744,2568,0.769,1975,82,19780,Denver Nuggets,1294,2189,452,2720,7343,0.495,3636,2901,0.777,2255,1166,2145,9640,558,361,0.313,113,3886,1564,6982,0.505,3523,2184,9569,3,754,391,0.271,106,3662,1216,7560,0.481,3638,1987,37,82,0,3
DAL 1987,DAL,2017,424,2494,7373,0.487,3594,2717,0.791,2148,82,19880,Dallas Mavericks,1219,2304,421,2386,7503,0.478,3586,2293,0.763,1750,1254,2136,9050,571,434,0.295,128,3640,1332,7069,0.489,3458,1873,9567,4,688,653,0.354,231,3713,1205,6720,0.5,3363,1987,55,82,1,4
SEA 1987,SEA,2184,450,2395,7451,0.482,3593,2571,0.758,1948,82,19855,Seattle SuperSonics,1373,2023,409,2278,7329,0.479,3514,2819,0.768,2166,1236,2027,9287,731,324,0.287,93,3514,1342,7005,0.488,3421,2224,9325,5,705,571,0.335,191,3768,1509,6880,0.494,3402,1987,39,82,7,14
BOS 1987,BOS,2421,526,2585,7051,0.517,3645,2153,0.808,1740,82,19805,Boston Celtics,933,2060,338,2287,7500,0.463,3470,2148,0.758,1628,1237,1911,8692,722,405,0.306,124,3524,1156,7095,0.472,3346,1710,9237,6,561,565,0.366,207,3518,1300,6486,0.53,3438,1987,59,82,13,23
GSW 1987,GSW,2083,321,2351,7412,0.479,3551,2526,0.78,1970,82,19905,Golden State Warriors,1193,2174,450,2481,7339,0.493,3615,2665,0.749,1995,1249,2052,9380,688,460,0.337,155,3730,1412,6879,0.503,3460,2138,9188,7,715,364,0.319,116,3544,1354,7048,0.487,3435,1987,42,82,4,10
DET 1987,DET,2021,436,2649,7237,0.49,3544,2602,0.765,1991,82,19830,Detroit Pistons,1245,2029,472,2339,7307,0.462,3376,2608,0.748,1951,1143,2067,8836,670,419,0.317,133,3482,1294,6888,0.471,3243,2078,9118,8,643,169,0.231,39,3894,1417,7068,0.496,3505,1987,52,82,10,15
PHO 1987,PHO,2354,397,2366,7190,0.497,3575,2499,0.76,1900,82,19855,Phoenix Suns,1113,2246,435,2355,7336,0.494,3623,2570,0.756,1942,1235,2034,9311,799,395,0.311,123,3590,1428,6941,0.504,3500,2047,9111,9,703,252,0.242,61,3479,1498,6938,0.506,3514,1987,36,82,0,0
SAC 1987,SAC,2185,397,2441,7413,0.475,3522,2479,0.796,1974,82,19780,Sacramento Kings,1282,2154,487,2355,7469,0.489,3656,2500,0.769,1922,1160,2068,9359,707,395,0.316,125,3515,1210,7074,0.499,3531,2007,9095,10,513,307,0.251,77,3723,1403,7106,0.485,3445,1987,29,82,0,0
MIL 1987,MIL,2044,393,2322,7282,0.475,3457,2549,0.766,1953,82,19780,Milwaukee Bucks,1119,2014,460,2477,6906,0.47,3247,2796,0.757,2117,1191,2024,8731,659,415,0.289,120,3668,1551,6491,0.482,3127,2180,9052,11,845,572,0.323,185,3441,1260,6710,0.488,3272,1987,50,82,6,12
ATL 1987,ATL,2077,511,2478,7141,0.481,3435,2661,0.759,2019,82,19730,Atlanta Hawks,1350,1917,385,2277,6998,0.451,3158,2598,0.765,1987,1196,2034,8431,619,426,0.3,128,3473,1314,6572,0.461,3030,2152,9024,12,700,425,0.318,135,3828,1279,6716,0.491,3300,1987,57,82,4,9
NJN 1987,NJN,1991,397,2409,7083,0.476,3374,2607,0.767,2000,82,19855,New Jersey Nets,1169,1958,566,2352,7125,0.48,3418,3018,0.78,2353,1129,2126,9307,814,366,0.322,118,3481,1357,6759,0.488,3300,2353,8893,13,643,449,0.323,145,3578,1617,6634,0.487,3229,1987,24,82,0,0
SAS 1987,SAS,2220,325,2347,7456,0.474,3532,2292,0.742,1701,82,19805,San Antonio Spurs,1285,2375,463,2461,7310,0.507,3704,2364,0.755,1786,1100,1844,9300,699,379,0.28,106,3561,1417,6931,0.519,3598,1930,8882,14,786,403,0.29,117,3632,1406,7053,0.484,3415,1987,28,82,0,0
UTA 1987,UTA,2240,628,2456,7514,0.464,3485,2389,0.726,1735,82,19755,Utah Jazz,1194,2011,457,2637,7338,0.456,3347,2564,0.77,1974,1310,1992,8811,718,451,0.317,143,3947,1579,6887,0.465,3204,2040,8844,15,835,448,0.31,139,3650,1403,7066,0.474,3346,1987,44,82,2,5
HOU 1987,HOU,2227,555,2481,7262,0.477,3465,2355,0.741,1746,82,19780,Houston Rockets,1190,2126,368,2364,7225,0.463,3348,2422,0.779,1887,1167,1922,8683,721,355,0.282,100,3531,1366,6870,0.473,3248,1973,8765,16,654,324,0.275,89,3671,1384,6938,0.487,3376,1987,42,82,5,10
PHI 1987,PHI,1943,540,2327,6792,0.491,3335,2617,0.753,1971,82,19880,Philadelphia 76ers,1178,2202,446,2202,7204,0.491,3537,2049,0.757,1552,1214,1982,8745,813,416,0.286,119,3416,1372,6788,0.504,3418,1774,8729,17,768,340,0.259,88,3505,1519,6452,0.503,3247,1987,45,82,2,5
IND 1987,IND,2170,311,2464,7324,0.472,3454,2170,0.782,1696,82,19930,Indiana Pacers,1132,2019,472,2584,6969,0.48,3344,2584,0.759,1960,1117,1852,8751,660,345,0.299,103,3701,1416,6624,0.489,3241,2097,8698,18,697,316,0.297,94,3596,1276,7008,0.479,3360,1987,41,82,1,4
WSB 1987,WSB,1750,685,2315,7397,0.454,3356,2531,0.765,1935,82,19705,Washington Bullets,1305,2144,548,2483,7453,0.473,3522,2183,0.758,1654,1334,1938,8802,699,358,0.291,104,3817,1439,7095,0.482,3418,1775,8690,19,755,218,0.197,43,3620,1301,7179,0.461,3313,1987,42,82,0,3
CHI 1987,CHI,2143,438,2400,7155,0.473,3382,2254,0.778,1754,82,19830,Chicago Bulls,1248,2028,492,2317,6910,0.483,3337,2255,0.769,1734,1027,1844,8523,583,337,0.341,115,3344,1269,6573,0.49,3222,1922,8596,20,677,299,0.261,78,3648,1257,6856,0.482,3304,1987,40,82,0,3
LAC 1987,LAC,1971,432,2137,7332,0.452,3311,2515,0.742,1866,82,19780,Los Angeles Clippers,1231,2416,534,2643,7254,0.518,3759,2515,0.746,1875,1187,2021,9503,806,320,0.344,110,3830,1533,6934,0.526,3649,2004,8566,21,751,348,0.224,78,3368,1493,6984,0.463,3233,1987,12,82,0,0
CLE 1987,CLE,1912,559,2420,7122,0.47,3349,2554,0.697,1779,82,19755,Cleveland Cavaliers,1257,2056,479,2396,7441,0.478,3556,2209,0.753,1664,1254,2076,8871,810,342,0.278,95,3650,1398,7099,0.488,3461,1853,8558,22,672,338,0.24,81,3677,1619,6784,0.482,3268,1987,31,82,0,0
NYK 1987,NYK,1941,396,2162,7023,0.474,3329,2362,0.73,1725,82,19780,New York Knicks,1108,2152,400,2448,7142,0.49,3500,2534,0.761,1928,1331,1950,9022,761,358,0.263,94,3779,1417,6784,0.502,3406,2028,8508,23,704,375,0.333,125,3270,1420,6648,0.482,3204,1987,24,82,0,0
LAL 1986,LAL,2433,419,2555,7343,0.522,3834,2329,0.778,1812,82,19830,Los Angeles Lakers,1101,2235,359,2226,7450,0.48,3577,2369,0.751,1778,1104,1992,8983,792,247,0.206,51,3330,1330,7203,0.49,3526,2031,9618,1,693,409,0.337,138,3656,1467,6934,0.533,3696,1986,62,82,8,14
DAL 1986,DAL,2108,369,2454,7254,0.501,3631,2643,0.776,2050,82,19805,Dallas Mavericks,1059,2381,423,2469,7689,0.503,3864,2049,0.754,1545,1219,2196,9363,617,311,0.289,90,3688,1279,7378,0.512,3774,1733,9453,2,605,446,0.316,141,3513,1289,6808,0.513,3490,1986,44,82,5,10
POR 1986,POR,2180,356,2316,7281,0.496,3610,2799,0.765,2142,82,19855,Portland Trail Blazers,1153,2254,426,2362,7249,0.502,3637,2638,0.755,1992,1179,2262,9349,760,248,0.335,83,3541,1645,7001,0.508,3554,2205,9436,3,859,275,0.269,74,3469,1529,7006,0.505,3536,1986,40,82,1,4
DEN 1986,DEN,2140,421,2317,7868,0.471,3705,2416,0.798,1929,82,19755,Denver Nuggets,1223,2106,484,2732,7404,0.491,3638,2693,0.73,1967,1295,2117,9303,639,262,0.229,60,4027,1741,7142,0.501,3578,2164,9410,4,826,305,0.233,71,3540,1336,7563,0.48,3634,1986,47,82,5,10
MIL 1986,MIL,2158,460,2420,7310,0.493,3601,2701,0.764,2063,82,19805,Milwaukee Bucks,1189,1952,397,2325,7043,0.467,3286,2674,0.74,1980,1169,2139,8649,633,329,0.295,97,3494,1631,6714,0.475,3189,2210,9390,5,805,382,0.327,125,3609,1369,6928,0.502,3476,1986,57,82,7,14
HOU 1986,HOU,2318,551,2434,7671,0.49,3759,2434,0.73,1776,82,19755,Houston Rockets,1316,2196,386,2389,7402,0.491,3638,2406,0.749,1802,1190,1977,9165,683,268,0.325,87,3579,1464,7134,0.498,3551,1991,9379,6,745,310,0.274,85,3750,1374,7361,0.499,3674,1986,51,82,13,20
DET 1986,DET,2319,340,2461,7750,0.484,3754,2300,0.783,1800,82,19780,Detroit Pistons,1276,2083,500,2538,7365,0.492,3620,2589,0.756,1956,1180,1977,9267,662,258,0.275,71,3718,1490,7107,0.499,3549,2101,9363,7,738,182,0.302,55,3737,1343,7568,0.489,3699,1986,46,82,1,4
BOS 1986,BOS,2387,511,2753,7312,0.508,3718,2248,0.794,1785,82,19855,Boston Celtics,1054,1924,341,2317,7476,0.461,3444,2162,0.748,1617,1089,1966,8587,725,304,0.27,82,3406,1258,7172,0.469,3362,1756,9359,8,641,393,0.351,138,3807,1360,6919,0.517,3580,1986,67,82,15,18
GSW 1986,GSW,2018,354,2344,7567,0.482,3650,2517,0.76,1912,82,19780,Golden State Warriors,1271,2325,442,2519,7432,0.52,3863,2401,0.746,1791,1170,2069,9582,692,229,0.284,65,3689,1487,7203,0.527,3798,2032,9299,9,751,278,0.313,87,3615,1400,7289,0.489,3563,1986,30,82,0,0
SAS 1986,SAS,2260,390,2413,7104,0.506,3596,2523,0.746,1882,82,19805,San Antonio Spurs,1069,2269,453,2304,7365,0.493,3629,2491,0.769,1916,1157,2108,9272,800,322,0.304,98,3461,1519,7043,0.501,3531,2115,9120,10,800,196,0.235,46,3482,1624,6908,0.514,3550,1986,35,82,0,3
PHI 1986,PHI,2017,490,2378,7058,0.487,3435,2810,0.758,2130,82,19905,Philadelphia 76ers,1326,2255,469,2228,7328,0.493,3615,2041,0.757,1546,1189,2187,8858,802,282,0.291,82,3417,1520,7046,0.501,3533,1798,9051,11,862,224,0.228,51,3704,1595,6834,0.495,3384,1986,54,82,6,12
PHO 1986,PHO,2272,379,2449,6993,0.503,3518,2683,0.726,1949,82,19805,Phoenix Suns,1034,2149,466,2265,7307,0.488,3569,2692,0.758,2041,1137,2216,9268,841,279,0.319,89,3402,1515,7028,0.495,3480,2260,9023,12,773,183,0.208,38,3483,1763,6810,0.511,3480,1986,32,82,0,0
CHI 1986,CHI,2006,400,2278,7227,0.481,3476,2499,0.769,1922,82,19855,Chicago Bulls,1280,2170,491,2362,7138,0.504,3601,2627,0.762,2002,1104,2002,9274,664,233,0.3,70,3466,1298,6905,0.511,3531,2166,8962,13,609,317,0.278,88,3558,1436,6910,0.49,3388,1986,30,82,0,3
NJN 1986,NJN,2128,345,2483,7301,0.486,3548,2396,0.755,1810,82,19805,New Jersey Nets,1183,2019,390,2369,7124,0.492,3504,2622,0.766,2008,1036,2002,9112,783,316,0.304,96,3405,1523,6808,0.501,3408,2129,8949,14,749,214,0.201,43,3666,1575,7087,0.495,3505,1986,39,82,0,3
SAC 1986,SAC,2304,388,2377,7220,0.49,3538,2338,0.778,1818,82,19780,Sacramento Kings,1135,2118,478,2339,7225,0.494,3566,2609,0.755,1971,1142,2083,9176,751,281,0.26,73,3481,1409,6944,0.503,3493,2134,8924,15,602,134,0.224,30,3512,1533,7086,0.495,3508,1986,37,82,0,3
LAC 1986,LAC,1968,501,2258,7165,0.473,3388,2683,0.77,2067,82,19755,Los Angeles Clippers,1159,2469,457,2458,7588,0.507,3849,2280,0.747,1704,1268,2113,9475,760,261,0.28,73,3726,1396,7327,0.515,3776,1931,8907,16,694,229,0.279,64,3417,1506,6936,0.479,3324,1986,32,82,0,0
ATL 1986,ATL,2025,434,2405,7029,0.49,3447,2704,0.732,1979,82,19805,Atlanta Hawks,1249,1945,371,2329,7074,0.475,3360,2508,0.76,1905,1202,2129,8712,697,283,0.307,87,3531,1494,6791,0.482,3273,2170,8906,17,736,166,0.199,33,3654,1483,6863,0.497,3414,1986,50,82,4,9
UTA 1986,UTA,2199,666,2479,7083,0.488,3453,2694,0.716,1930,82,19780,Utah Jazz,1068,1977,464,2510,7339,0.473,3470,2483,0.764,1896,1208,2221,8901,752,251,0.259,65,3718,1531,7088,0.48,3405,2038,8871,18,717,169,0.207,35,3547,1518,6914,0.494,3418,1986,42,82,1,4
CLE 1986,CLE,2064,436,2455,7239,0.48,3478,2325,0.752,1748,82,19780,Cleveland Cavaliers,1086,2122,364,2494,7239,0.475,3435,2758,0.767,2115,1131,1945,9071,711,297,0.29,86,3625,1331,6942,0.482,3349,2267,8836,19,627,391,0.338,132,3541,1411,6848,0.489,3346,1986,29,82,0,0
SEA 1986,SEA,1977,295,2256,7059,0.472,3335,2331,0.779,1815,82,19930,Seattle SuperSonics,1145,2038,406,2308,6774,0.487,3301,2491,0.768,1913,1027,2008,8572,654,224,0.254,57,3335,1467,6550,0.495,3244,2168,8564,20,745,300,0.263,79,3401,1435,6759,0.482,3256,1986,31,82,0,0
IND 1986,IND,2159,381,2613,7150,0.481,3441,2183,0.739,1614,82,19755,Indiana Pacers,1138,2057,445,2479,7123,0.473,3372,2571,0.768,1975,1050,1909,8792,745,275,0.265,73,3529,1315,6848,0.482,3299,2135,8519,21,659,143,0.161,23,3751,1515,7007,0.488,3418,1986,26,82,0,0
WSB 1986,WSB,1748,716,2432,7148,0.463,3311,2286,0.745,1704,82,19855,Washington Bullets,1066,2014,454,2591,7360,0.467,3435,2181,0.756,1649,1249,1907,8590,712,259,0.274,71,3840,1373,7101,0.474,3364,1796,8442,22,626,408,0.284,116,3498,1346,6740,0.474,3195,1986,39,82,2,5
NYK 1986,NYK,1877,308,2170,7034,0.46,3239,2237,0.686,1534,82,19805,New York Knicks,1081,2007,444,2587,6672,0.478,3192,2744,0.766,2102,1166,2018,8554,701,274,0.248,68,3753,1629,6398,0.488,3124,2213,8094,23,714,239,0.343,82,3251,1438,6795,0.465,3157,1986,23,82,0,0
DEN 1985,DEN,2266,424,2303,7976,0.486,3876,2568,0.785,2016,82,19830,Denver Nuggets,1331,2154,589,2628,7379,0.512,3775,2648,0.765,2027,1181,2178,9641,670,254,0.252,64,3809,1744,7125,0.521,3711,2152,9841,1,894,235,0.311,73,3634,1382,7741,0.491,3803,1985,52,82,8,15
LAL 1985,LAL,2575,481,2550,7254,0.545,3952,2232,0.763,1702,82,19755,Los Angeles Lakers,1063,2313,370,2078,7639,0.48,3665,2244,0.748,1679,1248,1905,9093,756,297,0.283,84,3326,1365,7342,0.488,3581,1931,9696,2,695,295,0.305,90,3613,1537,6959,0.555,3862,1985,62,82,15,19
DET 1985,DET,2302,397,2534,7999,0.48,3840,2262,0.788,1783,82,19830,Detroit Pistons,1403,2107,508,2563,7457,0.496,3700,2404,0.76,1826,1109,2017,9304,642,249,0.313,78,3672,1486,7208,0.502,3622,2076,9508,3,691,199,0.226,45,3937,1341,7800,0.487,3795,1985,46,82,5,9
